name,confidence,xmin,ymin,xmax,ymax
bird,0.5890333652496338,2074.372314453125,1068.6280517578125,3189.30859375,2045.7139892578125
kite,0.34728479385375977,2078.87451171875,1069.274169921875,3191.936279296875,2048.28173828125
