name,confidence,xmin,ymin,xmax,ymax
kite,0.8081766963005066,871.7432250976562,1722.5693359375,987.5280151367188,1871.082275390625
kite,0.7786019444465637,3057.55517578125,706.9644775390625,3991.282470703125,1870.648193359375
