name,confidence,xmin,ymin,xmax,ymax
person,0.7216041088104248,931.8171997070312,460.4437255859375,2545.0224609375,3648.0
vase,0.3667999804019928,44.17207336425781,2049.093017578125,689.7277221679688,2984.587646484375
vase,0.33767935633659363,1161.834228515625,2178.1591796875,2507.315673828125,3648.0
